Id, Cat1Rank, Cat2Rank, Cat3rank, Choices
120617008,99999,1950,99999,C0129|C0900|C0100|C0700|C0429|C0400|C0329|C0800|C0300|C0629
120619359,99999,1565,738,C0422|C0922|C0920|C0122|C0400|C0900|C0100|C0429|C0129|C0322|C0300|C0329|C1022|C0522|C0622|C0822|C0700|C0800|C0629
120614636,99999,936,99999,C0900|C0100|A1700|C0400|C0300|C0928|C0228|C0129|C0329
120502455,99999,4932,2605,C0228|C0928|C0122|C0922|C0422|C0322|A1422|C1022|C0137|C0129|C0329|C0429|C0126|C0926|A1726|C0285|C0785|C0100|C0900|C0300|C0400|C0700|A1700|A1600|A0700|A0900|A1200|A0800|A0600|A1300
120616920,99999,52,99999,C0900|C0100|A1700|A0700
120610052,99999,5393,99999,A1700|C0900|A0800|A0600|A0700|A0900|A1600|A1900|C0700|A1200|A1300|A2100|A1500|A0500
120618085,99999,5195,1736,C0922|C0920|A1739|C0122|C0422|A1820|A1422|A1839|C0822|C0322|C0137|A1520|A1539|C0839|C0522|C0622
120500951,99999,277,292,C0922|C0900|A1700|C0422|A1739|C0920|C0926
120618790,99999,163,99999,C0900|C0100|C0400|C0700|C0300|C0800
120608317,99999,3732,99999,C0100|C0900|C0700|A0700|A0600|A0800|A0900|A1300|A1700|A1600|A2000|A1900|A2100|A2300|A1500|C0400|C0300|A0200|A0100|C0126|C0926|C0526|C0726|C0826|A1726|A2026|C0129|C0429|C0629|C0329|C0285|C0785|C0928|C0228|A0228|C0628|C0828
120618300,99999,4586,2931,C0920|A1820|A1520|C0900|A0700|C0100|A1700|A2000|A1300|A1200|A2100|A1900|C0400|C0800|A1500|C0300|A0200|C0700|A0400|A2200|A1100|A1000|A0500|A2400|A0300|A0100|A2500|A2300|A1600
120503977,99999,3961,99999,C0928|C0628|C0900|C0400|C0800|C0700|C0228|C0429|C0129|A2300|A2400|C0100|A0228|C0629
120617730,99999,3348,1490,A1726|C0926|C0126|C0726|C0922|C0122|C0920|A1820
120612573,99999,5164,2845,C0422|C0922|A2426|C0126|A1839|C1022|C0122|A1422|C0920|A1820|C0522|A1739|C0622|C0322|C0822|C0839|C0526|C0726|C0826|C0926|A2026|A1520|A1539|A1726
120616437,99999,99999,99999,C0422|C0429|C0126|C0122|C0129|C0322|C0329|A2026|C0926|C0922
120502721,99999,1700,99999,C0900|C0400|C0100|C0700|A1700|A2400|A0700|C0800|A2300|A0800|A1600|A2000|A1900|A1300
120503241,99999,99999,1815,C0122|C0822|C0422|C0922|C0322|C0920|C0522|A1422|A1820|A1520|C0622|C1022
120500541,99999,1542,99999,C0900|A1700|A0700|A0600|A0900|A1600|A0500|C0100|C0926|A1726|C0126|C0129|C0429
120501347,99999,5749,99999,C0839|C0826|A1739
120621082,99999,1914,99999,C0900|A0700|A0600|A0800|A0900|A1700
120502890,99999,296,99999,C0900|A1700|C0100|C0400|C0129
120621100,99999,5358,99999,C0826|C0126|C0926
120505611,99999,5020,99999,C0900|A1700|A1600|C0100|C0300|C0400|C0700|C0800|A0700|A0600|A2100|A1900|A2000|A0400|A0800|A0900|A1300|A2300|A2500|A1200|A1000|A0100
120504313,99999,564,99999,C0900|A1700|C0100|C0926|A1726|C0126
120500644,99999,1291,99999,C0928|C0228|C0900|C0100|C0400|C0828|C0700|C0800|C0628
120620099,99999,4966,99999,A0200|A1100|C0800|A1500|A2200|A0228|A2426|C0100|A0400|A1700|A0100|A1600
120615113,99999,3494,99999,C0900|C0700|A0700|A1900|A1700|A1600|A2100|A1300|C0100|C0400|C0300|A2000|C0129|C0429|C0329
120503681,99999,4527,99999,C0400|C0900|A1700|C0926|A1726|C0126|C0100|C0928|C0129|A0700|A0600|A0900
120614338,249,2482,99999,C0900|C0100|C0400|C0129|C0429|C0928|C0228|C0300|C0329|C0921
120505707,99999,1522,99999,C0900|C0100|C0700|C0400|C0800|A0700|A0800|A0600|A1700|A2100
120611427,99999,3954,99999,A1700|A1726|C0900|C0926|A1300|A0700|A1600|C0700|A2100
120608305,99999,2829,2096,C0900|C0922|C0100|C0122|C0400|C0422|C0700|C0300|C0322|C0129|C0429|C0329|C1022|A0700
120502270,99999,467,99999,C0100|C0900|C0400|C0300|C0129|C0329|C0429
120504185,99999,2698,99999,C0900|C0429|C0400|C0700|C0785
120506047,99999,5174,99999,C0129|C0329|C0429|C0629|C0822|C0522|C0122|C0922|C0322|C0422|C0622|C1022|C0800|A0200|A1200|A1300|A2200|C0900|C0100|C0826|A2426|C0726|C0126|A1726|A2026|A1422
120503338,99999,5735,99999,C0900|C0400|C0100|C0700|C0800|C0300|A2400|A2300
120501036,99999,1988,99999,C0900|C0100|C0300|C0700|A2000|C0129|C0329|C0429|C0126|C0926|A2026|C0228|C0928|C0526
120610420,99999,99999,1746,C0322|C1022|C0422|C0122|C0622|C0522|C0822|C0922|A1422
120610782,99999,700,99999,C0900|C0100|C0300|C0400|C0800|C0129|C0329|C0429
120506416,74,99999,960,C0137|C0839|C0933|A1839|A1739|A1539
120501410,99999,4677,99999,C0785|C0285|C0828|C0928|C0228|C0628|A0228|C0800|C0700|C0900|C0100|C0400|A0700|A0600|A1100|A0800|A2200|A0400|A1500|A1200|A0200|A1300
120620458,99999,3004,99999,C0400|C0900|C0100|C0300|C0129|C0429|C0926|C0700|C0329|C0126|C0726|A1726|C0228|C0928|C0629|C0628|A0900|A0228|A0400|C0800
120619654,99999,2795,1554,C0922|C0122|C0129|C0422|C0429|C0322|C0329|C0822|C0622|C0629|C0522|C1022|A1422
120505208,99999,3608,1803,C0100|C0900|C0400|C0129|C0300|C0429|C0920|C0629|C0329|C0700|C0800|A2000|A0900|A0800|A0600|A0700|A1300|A2200|A2100|A1900|A1600|A1700|A0200|A2300|C1022|C0122|C0422|C0922|C0522|C0322|C0622|C0822|A1422|A1520|A1820
120612437,99999,4837,1947,C0922|C0122|C0422|C0622|C0522|C0322|C0822|C1022|A1422
120500520,99999,4912,99999,C0900|C0926|C0928|A1700|A0800|A0900|A0600|A1726|A0700
120606555,99999,1877,99999,C0900|A1700|A0700|A0800|A0600|A0900
120611138,99999,4195,2085,C0122|C0922|C0422|C0129|C0429|C0100|C0900|C0400|C0700|C0822|C0622|C0629|C0800
120500544,99999,1030,390,C0922|C0926|A1726|C0900|A1700|C0122|C0726|A0600|A0700|C0422|A1900|A1300|C0126|A0800|A0900
120502761,99999,3985,1997,C0920|A1820|C0422|C0122|C0322|C0922|C0522|A1739|A1839|C0126|C0526|C0726|C0926|A1726|A2026
120607619,99999,3215,2396,C0122|C0422|C0922|C0228|C0129|C0100|C0900|C0926|C0126|C0429|C0400|C0928|C0322|C0329|C0300|C0726|C0700|C0822|C0522|C0828|C0800|C0826|C0628|A0228|C0629|C1022|C0622|C0526|A2426|A2026|A1726|A0900|A0800|A0600|A0700|A0200|A1300|A2400|A2000|A2100|A0300|A1200|A2500|A2300|A1900|A2200
120611434,99999,688,99999,A1700|C0900|A0700|A1600
120505601,99999,1632,418,C0922|C0122|C0422|C0129|C0900|C0100|C0400|C0429
120502529,99999,1653,99999,C0928|C0228|C0828|C0628|C0285|C0785|C0129|C0429|C0926|C0126|C0726|C0826|C0629|C0329|C0900|C0400|C0100|C0700|C0800
120609969,99999,2849,99999,C0900|C0100|C0700|C0800|C0928|C0400|C0228|C0129|C0300|C0429|C0828|C0329|C0629|C0628|A1700|A2000|A2400|A0700|A0600|A0900|A0800|A1600|A0200|A1900|A2100|A2200|A0228
120612465,99999,3886,1918,C0920|C0422|C0122|C0322|C0522|C0922|C0126|C0926|C0526|C0137|C1022|C0726|C0822|C0826|C0622|A2026|A1820|A2426|A1520|A1726|A1422
120614953,99999,803,99999,C0100|A2000|C0300|C0400|C0900|C0700|A0800|A0900|A1700|A0700|A0600|A1900|A1300|A2100
120615762,99999,99999,99999,C0826|C0926|A1726|A2426|C0126|C0526|C0726|A2026
120621360,99999,5154,99999,C0400|A2000|C0100|C0300|A0400|A1300|C0900|A2400|A2100|A1200|A1700|A1600|A0800|A0600
120613262,99999,1281,99999,C0400|C0900|C0700|C0100|C0300|C0800|C0429|C0129|C0329|C0629
120501444,99999,5612,99999,C0900|C0100|C0400|C0300|C0800|A0700|A1700|A0600|A0800|A1600|A2000|A2100|A1900|A1500|A2400|A0400|A1300|A1100|A2200|A1200|A1000|A0200|A0100|A0300|C0700|A2500|A2300
120617566,99999,1234,574,C0122|C0126|C0922|C0926|C0422|C0322|C1022
120609749,99999,5505,99999,C0400|C0100|C0429|C0900|C0300|C0329|C0129
120617817,99999,99999,1215,C0922|C0122|C0422|C0322
120503583,99999,99999,1447,NOCHOICE
120620036,99999,99999,828,C0922|C0122|C0422|C0920|C0322|C1022|C0822
120619999,99999,2387,99999,A0700|C0900
120612844,99999,895,99999,NOCHOICE
120503774,99999,1583,255,C0422|C0922|C0900|C0400|A1700
120503536,99999,650,99999,C0900|A1700|C0100|C0926|A1726|C0700|A0700|C0126|C0400|C0300|A1100|A2100|A1300
120609234,99999,99999,895,A1739|C0839|A1839|A1539
120615213,99999,5600,99999,C0100|C0700|C0900|C0400|C0800|A2100|A1900|A1300|A0700|A1700|A0800|C0129|C0429|C0228|C0928|C0828|A0900|A0600|A0200|A0400|A2000|A1100|A2200
120616892,99999,5493,99999,A0700|A0600|A0800|A0900|A1200|A1700|A1600|A1900|A1300|C0700
120501159,99999,3385,2258,C0122|C0100|C0900|C0922|C0422|A0900|C0926|A0700|A0800
120613307,99999,99999,3231,C0622|C1022|C0822|C0922|C0122|C0422|C0322|C0522|A1422|A1820|C0920|A1520
120620959,99999,959,844,C0422|C0122|C0922|C0322|C0822|C1022|C0228|C0928|A0228|C0522|C0622|C0828|C0628
120606662,99999,132,96,C0900|C0400|C0100|C0700|C0429|C0129|C0920|C0922|C0422|C0122|C0928|C0228
120502353,99999,2828,99999,A1700|C0900|A0700|A1600|A1200|A0900|A0600|A0800|C0700|A1500
120503731,99999,4507,99999,C0900|A1700|C0100|C0300|C0700|C0400|C0800|A0400
120503078,99999,3742,99999,C0900|A1700|A0700|C0700|C0400|C0100|A1600|A1300|A2100|A0800|A0900|A0600
120617128,99999,3833,2001,A1700|C0900|A0700|A1600|A0600|A1300|C0400|A1739|A1839|A1539
120606533,99999,99999,1792,C0839|C0922|C0122|C0622|C0422|C0822|C0522|A1739|C0322|A1839|C1022|A1539
120611432,99999,1036,99999,A1700|C0900|A0700|A0800|A0600|A0900|C0100|A2000|C0700|A1300|A2100|A1900
120620816,99999,5119,2420,C0900|A1700|A1600|A1900|A1300|C0700|C0129|C0429|C0329|C0629|A1739|C0137|C0228|C0928|A0200|C0400|C0300|C0800|A0400|A0700|A0800|A0900|A2000|A2100|A2200|C0839|A1839|A1539|C0828|C0628|A0100|A0300|A0500|A1000|A1100|A1200|A2400|A2500|A2300|A1500
120610160,99999,4954,99999,A1300|A2100|C0700|A1900|C0900|A1700|A0700
120610433,99999,99999,3086,C0122|C0422|C0922|C0322|C0822|C0522|C1022|C0622
120609899,99999,975,99999,C0900|C0800|C0400|C0100|C0700|A1700|A0700|A0800|A2100|A1900|C0926|C0826|C0126|C0726|C0429|C0129
120620647,99999,1423,99999,C0100|C0700|C0900|A2400|C0300|C0228|C0928|C0129|C0329|C0285|C0429|C0785
120505608,99999,5746,99999,C0900|C0100|C0400|C0800|C0300|C0700|A2400|A2000|A0200|A2200|A0400|A1300|A1900|A2100|A0900|A1700|A0600|A0700|A0800|A1100|A1200|A1500|A0300|A2300|A1600|A2500|A1000|A0500|A0100
120609904,99999,4782,99999,C0900|A1700|A0700|A0800|A0600|A0900|A1300|A1200|A1900|A2100
120617137,99999,4164,2785,A1739|A1839|A1200|C0900|A1700|A0700|A0600|A0800|A0900|C0700|A1300|A1900|A2100
120609288,99999,3333,99999,C0900|C0100|C0400|C0700|C0800|C0300|C0129|C0429|C0629|C0329|A1300|A2400|A2300|A0700|A1600|A1500|A1200|A1100|A0900|A0600
120620543,99999,2411,99999,C0900|A1700|A0700|C0700|A1300|C0400|C0100|C0926|A1726|C0726|A1600|C0126|A0800|A1900|A2100|A2000|A2026|C0429|C0129
120609393,99999,99999,1109,A1739|C0122|A1839|C0922|C0422|A1422|C0522|C0839|C0622|C0822|C1022|A1539|C0322
120621395,99999,5064,2478,C0926|C0922|C0920|C0900|C0126|C0122|C0100|C0826|C0822|C0800|C0422|C0622|C0526|C0522|C1022|A2426|A2400|A2300|C0400|A2200|A1422|C0322|C0300|A0200
120502316,99999,1759,99999,C0100|C0900|A1700|A0700|C0300|C0400|C0700|C0800|A1300
120500723,99999,4259,1489,C0122|C1022|C0922|C0522|C0822|C0322|C0622|A0400|C0900|C0400|C0920|A1520|A1820|C0100|C0800|A0900
120505802,99999,2056,99999,C0900|C0785|C0285|C0429|C0629|C0129|A1700|C0800
120619037,99999,1245,99999,C0900|C0400|C0100|C0800|C0700|C0300|A1700|C0429|C0928|A0700|C0129|C0329|C0228|C0828
120501226,99999,2739,99999,C0100|C0129|C0900|C0629|C0400|C0300|C0329|C0429|A0800|A1900|A0700|A1700|A0600|A0900|A1300|A2100|C0800|A0200|A1100|A1200|A1500|A2000|A2200|A2400|A0500|A0400|A0100|A2300|A2500
120616618,99999,3277,99999,C0700|A1900|A2100|C0726|A1726|A1300|C0900|A0700|A2026|C0100|C0400|C0800|C0826
120618537,99999,99999,99999,C0100|C0400|C0900|C0926|C0800|C0300|C0700|A1700|C0126|A1726|A2400|A2426|C0826|C0526|C0726|A1600|A0900|A0200|A0600|A1900|A0700|A0800|A1300|A1200|A1100|A2100|A2200|A0100|A0300|A0400|A0500|A2500|A2300|A1500|A2000|A2026
120502539,99999,943,99999,C0900|A1700|A0700|A2100|A1900|A1300|C0700|C0100|C0400|A1600
120621106,99999,2517,99999,C0100|C0900|C0400|C0700|A1700|A1300|A0800|C0126|C0926|C0726|C0300|C0228|C0928|A0700|A2100|A2026|A1726|C0828|C0628|C0526|A0300
120504024,99999,99999,609,A1739|C0839|A1839|C0922|C0522|C0422|C0122|C0322|C0822|C0622|C0920|A1820|A1539|C1022|A1422|A1520
120613759,99999,3587,2347,C0129|C0429|C0329|C1022|A0100|A0200|A0300|C0900|C0300|C0400|C0100|C0700|C0800|A0400|A0500|A0700|A0600|A0800|A0900|A1000|A1100|A1300|A1200|C0622|C0422|C0122|C0322|C0522|C0822|C0922|A1422|C0629|A2400|A2500|A2300|A1500|A1700|A1600|A2000|A1900|A2100|A2200
120615992,99999,2651,99999,C0900|C0100|C0400|C0700|C0300|C0800|A1700|A0700|A0600|C0129|C0429|C0329
120609327,99999,1340,99999,C0900|C0400|C0100|C0429|C0129|A1700|C0700|A1300|C0300|C0329|C0629|A2000|A0700|A0600|A1600|A0900|A2400|A1900|A1200
120614017,99999,2529,99999,C0900|C0400|C0100|C0129|C0429|C0126|C0926|C0800|C0300|C0700|C0329|C0826|C0726|C0629|C0285|C0785|C0228|C0928|C0828|C0628|A0700|A2100|A1700|A1726|A1300|A0800|A0900|A0600|A1900|A2000|A1600|A1200|A2300|A2200|A0200|A2400
120501808,99999,1935,864,C0922|C0422|C0122|A1739|C0926|A1726|C0126|C0726|C0900|A1700|C0400|A1300|A1900|A0700
120607064,99999,3328,651,C0922|A1700|C0900|A0700|A0600|A0900|C0700|A1900|A2100|A1300|A0800|A1600|C0122|C0100|C0422|C0920|A1820
120618803,99999,5198,99999,C0400|C0429|C0100|A2000|C0129|C0900
120618924,99999,2131,99999,C0800|A1300|A0200|C0100|A2200|A1900|A2100|C0700|A2000|C0828|C0228|A0228|C0900|A0600|A0800|A0900|A1700|A1200
120504560,99999,3436,99999,NOCHOICE
120611119,99999,4085,99999,C0400|C0100|A2000|C0300|C0900|A0800|A0900|A0700|A0600|A1300|A0200|C0700|C0429|C0129|C0329|C0928|C0228|A0228|C0285
120607352,99999,2415,99999,C0900|A1700|A1600|A0700|A0600|A1900
120607786,99999,1444,901,C0137|C0126|C0926|A1726|C0726|A2026|C0826
120620146,246,4077,3028,C0922|C0422|C0122|C0822|C0926|C0126|C0826|C0726|C0137|C0129|C0429|C0933|C0622|C0839|C0629|A1739
120618645,99999,788,99999,A1700|C0900|A0700|A0800|A0900|A0600
120607245,99999,3459,1748,C0900|C0422|C0100|C0922|C0122|C0429|A1739|C0129|C0400|A0700|A1700|C0839
120504504,99999,923,305,C0922|C0422|C0122|C0900|C0100|C0129|C0429|C0400|A1700|C0822|C0800|C0700
120620949,99999,3527,1910,NOCHOICE
120504044,99999,1639,964,A1900|A1300|A2100|C0726
120616413,99999,99999,1254,NOCHOICE
120608766,99999,99999,2108,NOCHOICE
120504662,99999,4124,2388,C0422|C0122|C0922|C0322|C0522|C0822|C1022|C0622|A1422|C0400|C0100|C0900|C0300|C0700|C0800|A1300|A1200|A2300|A2000|C0429|C0129|C0329|C0629
120503315,109,1633,99999,C0900|C0100|C0400|C0700|C0800|C0300|C0928|C0228|C0828|C0628|C0129|C0429|C0629|C0329|C0926|C0126|C0726|C0826|C0526|C0285
120501050,99999,369,99999,C0429|C0900|C0129|A1700|A0700
120501351,99999,1883,99999,C0900|C0800|C0400|C0100|A1100|A2400|A0200|C0700|A0700|A0600|A0800|A0900|A1300
120504688,99999,3847,99999,C0400|C0429|C0100|C0129|A2000|C0900
120614357,99999,99999,1661,A1739|A1839|A1539|C0839|C0922|C0422|C0122|C1022|A1422|C0322|C0622|C0522|C0822|C0920|A1820|A1520
120608277,99999,5223,2990,C0922|C0122|C0422|C0129|C0429|C0900|C0100|C0400|C0285|C0928|C0228|A1739|C0322|C0329|C0300
120609937,99999,3966,2497,C0922|C0422|C0926|C0726|C0122
120613695,99999,1273,99999,A1900|A1300|C0700|C0900|A2100|A1700|A0700
120607110,99999,2841,99999,C0400|C0100|C0900|C0300|C0800|C0700
120620088,331,5690,2044,C1022|C0522|C0822|A1422|C0622|C0422|C0322|C0122|C0922|C0228|C0828|C0628|C0928|C0137|A0228|A2426|A1726|A2026|C0927|C0526
120501514,123,1047,788,C0900|C0100|C0800|C0700|C0400|C0129|C0928|C0828|C0228
120504537,99999,3291,99999,C0900|A1700|A0900|A0700|A0800|A0600|C0100|C0400|C0300|A2000
120608048,99999,99999,2884,C0122|C0422|C1022|C0322|A1422|C0522|C0622|C0922|C0822
120502599,99999,3520,99999,C0900|A0700|A1700|A1900|A1600|C0100|C0400|A2000
120607931,99999,4638,2263,C0922|C0422|C0122|C0920|C0926|C0126|A1726|C0726|C0822|C0826|C0322
120500416,99999,99999,570,C0922|C0122|C0622|C0422|A1422|C0322|C1022
120619723,99999,3850,99999,C0900|A0700|A1700|A0600|A0900|C0700|A1900|A1300|A2100|A1500
120505363,99999,99999,1912,C0822|C0922|C0622|C0122|C0422|C0522|C0322|A1422|C1022|C0920|A1520|A1820
120613552,99999,5129,2481,C0137|A1839|A1739|C0839|C0122|C0422|C0822|C0922|C0622|A0228|C0228|C0628|C0828|C0928
120611514,99999,2922,2013,C0800|C0900|C0100|A2400|C0822|C0400|C0922|C0129|C0629|C0122
120505089,99999,3022,1914,C0920|C0422|C0122|C0922|C0322|C0126|C0926|A2026|A1820
120617755,99999,4634,99999,C0900|A0700|A0800|A0600|A0900|A1700|C0926|A1726|C0100|A2000|C0126|A2026|C0300|C0700|C0726|A1300|A1900|A2100|C0400
120501081,99999,2295,99999,C0900|A1600|C0100|A0700
120606541,99999,99999,2795,C0922|C0422|C1022|C0122|C0822|C0522|C0622|C0322|A1422
120504879,99999,4633,2915,A1839|A1739|C0429|C0129|A1726|C0926|C0726|C0922|C0122|A0500|A1600|A1700|A0900|A0800|A0600|A0700|C0900|C0700|A1300|A2100
120502925,99999,2097,731,A0700|A0600|A0900|C0920|C0922|A1739|C0926|A1726|C0900|A1520|A1422
120501352,99999,5091,99999,C0900|C0300|C0400|C0100|C0700|C0800|A1300|A2000|A1900|A2100|C0285|C0785
120503176,99999,2317,1788,C0122|C0922|C0422|C0322|C0126|C0926|C0726|C0822|C0826|C0522|C0526|C0622|A1422|A1726|A2026|A2426|C1022
120612342,99999,5300,1867,C0122|C0422|C0926|C0126|C0839|C1022
120505541,99999,79,99999,C0900|A1700|A1600|A0800|A0600|A0700|C0700|A1300|A2100
120502723,99999,4678,99999,C0900|C0400|C0100|C0700|A1300|C0800|A2400|A1200|A0800|A0700|A2100|A1900|A0200|A2200|C0928|C0828|C0228|C0628|C0429|C0129|C0629
120609927,99999,5340,99999,C0100|C0400|C0800|A0600|A0800|A0900|A1700|A1600|A1900|A2100|A1300|A0700
120614738,99999,2213,473,C0922|C0422|C0122|C0322|C0522|C1022|C0822|C0622|A1422|C0920|A1820|A1520|C0839|A1739|A1839|A1539|C0429|C0129|C0329|C0629
120500214,99999,602,99999,C0900|A1700|C0100|C0400|A0700|A2000
120607147,99999,2604,1331,A1700|A0700|C0900|A1600|A1739|A1726|C0100|C0922|C0122|A1300
120502808,232,3557,2061,A2426|C0839|C0826|C0822|C0920|C0926|C0922|C0126|C0122|C0726|C0137|C0821|C0622|C0921|C0927
120618050,99999,5541,99999,C0900|A1700|C0100|C0700|A0700|A1300|A1600|A0800|C0400|A1900|C0300|C0800|A1100|A0600|A0900|A2100
120619955,40,2249,99999,C0228|C0928|C0828|C0429|C0129|C0329|C0126|C0926|C0726|C0826
120503419,99999,957,99999,C0800|C0826|C0828|C0900|C0926|C0928|C0400|C0429|C0700|C0785|C0726|C0628|C0629|C0100|C0129|C0126|C0228|C0285|A0200|A0228|A2200|A2400|A2426|A1700
120618375,99999,4189,2607,C0920|A1820|C0839|A1739|A1839|C0822|C0922|C0122|C0422|C0622|C0826|C0926|C0726|C0126|A1726|A2026|C0828|C0928|C0228|A0228|C0628|A1520|A1539|C0322|A2426
120500747,99999,1667,1093,C0900|C0400|C0300|C0100|C0800|C0700|C0926|C0826|C0126|C0726|C0922|C0422|C0322|C0122|C0822|C0622|C0129|C0429|C0329|C0629|C0526|C0522|C1022
120608568,99999,1931,764,C0920|A1820|C0900|C0700|A1700|A0700|A0800|A1900|A2100|A1300|A0900|A0600|A0500
120502423,99999,99999,2297,C0922|C0422|C0122|C0322|C0522|C1022|C0622|C0822|A1422|C0137
120608965,99999,2592,99999,C0900|C0100|C0700|C0628|A1700|A0900|A0700|A0800|A2100|A1600|C0400|C0800|C0928|C0228|A0600|A1900|C0300|C0828|A2200
120613707,99999,99999,1141,C0922|C0920|C0122|C0422|A1839|A1520|C0839|C0522|A1539|A1820|C0822|A1739|C0322|C1022|C0622|A1422
120504755,99999,99999,94,C0839|C0822|C0122|C0922|C0920
120610333,99999,5331,99999,C0900|A1700|A0600|A0700|A0900|A1300|A2100|C0100
120501428,99999,2996,99999,C0900|A1700|A0700|A0800|A0600|C0700|A1300|A1900|A2100|A1600|C0100|C0400|A0900|A2200|A1200
120607476,99999,99999,1479,A1739|A1839|A1539|C0839|C0922
120616123,99999,2301,99999,C0900|A0700|A1700|A0600|C0700|A1900|A0900|A0800|C0100|A2100|C0800|A1300|C0400|A2000|C0300|A2400|A2300|A0200|A1500|A1200|A2200|A1100|A0400|A1600|A0100|A0500|A2500|A0300|A1000
120504220,99999,183,45,C0922|C0122|C0926|C0126|C0920
120610509,99999,374,99999,C0900|C0700|C0928|C0100|C0800|C0129|C0828|C0785|C0285|C0400|C0429
120614984,99999,2599,99999,C0800|C0400|C0700|C0300|C0900|C0100|A0700|A0800|A2300|A1700|A2400
120612031,99999,4256,1535,C0422|C0122|C0322|C0126|A2026
120608630,99999,3827,2677,C0422|C0122|C0922|C0322|C0400|C0900|C0100|C0429|C0129|C0300|C0329|C1022|C0822|C0622|A1422|A1300|A2300|A0900|A1200|A1700|C0700|C0800|A0800
120606774,171,3318,1992,C0839|A1539|A1739|C0920|A1820|A1520|C0926|C0826|C0126|A2426|C0726|C0526|A2026|C0137|C0821|C0921|A1839
120505493,99999,4998,99999,C0900|A1700|C0100|C0400|C0300|A0700|C0700|A0800|A2400|A1300
120615580,99999,1629,99999,C0900|A1700|A0700|A0800|A0600
120615599,99999,2308,1042,C0822|C0922|C0826|C0122|C0926|C0422|C0126|C0726|C0839|C0322|C0522|C0526|A1726|C1022|C0920|A2426|C0622|A2026|A1739|A1422|A1839|A1539|A1820|A1520
120610309,99999,1166,99999,C0900|A1700|C0926|A1726|A1600|A0700|C0100|C0700|C0126|C0726|A1300
120500241,99999,1242,658,C0422|C0922|C0122|C0920
120606796,99999,2711,99999,C0800|C0900|A0200|A0700|A0900|A2200|A2400
120606839,99999,5720,3206,C1022|C0920|C0122|C0126|A2026|A1520|A1820|C0622|C0422|C0322|C0522|C0822|C0922|A1422|C0526|C0726|C0826|C0926|A2426|A1726|C0839|A1539|A1739|A1839
120615436,99999,2746,99999,C0900|A0700|A0800|A1700|A0600|A0900|A1600|A1300|A2100|A0100
120505137,99999,2268,1414,C0137|A1739|A1726|C0126|C0926|C0726|C0839|A1539|A1839|C0826|A2426|A2026
120612948,99999,99999,2437,C0922|C0422|C0920|A1739|C0122|A1820|A1422
120610939,119,1971,99999,C0900|C0100|C0400|C0300|C0928|C0228|C0129|C0429|C0329|C0285|C0126|C0926|C0933
120505854,99999,5007,2217,C0839|A1539|C0922|C0122|C0422|A1739|C0322|C0822|C1022|C0522|C0622|A1839|C0926|A1422|C0126|C0826|C0726|C0526|A1726|A2026|A2426
120607122,99999,3066,99999,C0800|C0900|A0200|A0700|A1700
120609287,99999,2210,1932,C0137|A1739|A1726|C0926|C0726|C0839|A1839|A1539|C0826|A2426|A2026|C0400|C0100|A1700|A1600
120612709,99999,4621,2410,C0900|C0926|C0700|C0726|C0100|C0126|C0400|C0800|C0826|A1700|A1726|A2100|A1300|A0700
120500281,99999,1815,99999,A1300|A2100|C0900|C0100|C0400|C0300|A0700|C0800|C0700|A1700|A1900|A1200|A2000|A0200|A0800|A0900|A0600|A0400|A1600|A2200|A1100|A0500|A1500|A0100|A0300|A2400|A1000|A2500|A2300
120500151,99999,4092,99999,C0129|C0429|C0629|C0329|C0126|C0726|C0826|A2026|C0100|C0400|C0900|A0300|A0400|A1100|A0228|C0228|C0628|C0928
120608448,99999,4884,3091,A1739|C0922|C0920|C0137|C0926|A1820|C0726
120610466,99999,4036,99999,C0100|A2000|C0900|C0126|A2026|C0285|C0129
120610103,99999,1719,1167,C0922|A1726|C0926|A1739|C0920|A1539|A1422|C0726|A1839|A1520|C0422|A1820
120616901,99999,2849,99999,C0100|C0400|C0900|C0300|C0129|C0429|C0329
120615742,99999,5006,2188,C0926|A1726|C0726|C0126|A2026|C0922|C0122|C0422|C0920|A1820|A1520
120504409,99999,3498,99999,C0900|C0100|C0700|A0700|A1700|A0600|A0800|A0900|C0926|A1726|C0126|A2000|A1300|A1900|C0726|A2026|A2100|C0928|C0228|C0129|C0429
120612722,99999,4101,2523,C0900|C0926|C0700|C0726|C0100|C0126|C0400|C0800|C0826|A1700|A1726|A2100|A1300|A0700
120500569,109,2926,2142,C0900|C0400|C0300|C0100|C0800|C0700|C0926|C0126|C0726|C0526|C0826|C0928|C0228|C0828|C0628|C0921|C0821|C0839|A2000|A0800
120615875,99999,4005,1396,C0137|C0422|C0122|C0922|C0822|C0322|C0400|C0100|C0900|C0300|C0800|C0920|C0839|C1022|C0700
120612087,99999,4180,99999,C0900|A1700|A0700|A0800|A0900|A0600|C0100|C0700|C0400|C0300|A1300|A2100|A1900
120612860,99999,99999,3174,C0422|C0122|C0922|C0822|C0839|A1739|C0322|C0920|C1022|C0522|A1520
120613647,99999,2446,1608,C0826|C0126|C0926|C0726|C0839|C0822|C0122|C0922|C0422|C0322|C0828|C0228|C0928|A2026|A1726|A1739|A1839
120611479,99999,3301,99999,A1700|C0900|C0926|A1726|C0400|A0700|A1300|A0900|A0600|A1900|A0800|C0726
